12 7.32396 -2.254993 -10.358436 -9.003583 -2.082937 8.906263 8.466763 -0.621704 6.487391 4.399191 0.46788 7.099825 0.036251 0.733304
22 1.998316 -4.284686 1.928771 -7.635611 6.046375 -6.848721 1.879547 0.74151 6.786517 -2.542987 -2.366923 -0.410512 6.131407 0.092051
65 4.408675 -5.287336 0.133983 -7.184718 4.927247 -4.468026 5.864638 -0.434192 6.17523 1.827451 -0.158904 3.787905 2.533982 6.86982
126 5.338003 -2.886554 -8.541067 -6.115388 -5.259954 9.437889 6.532766 3.248557 8.572852 -1.138058 0.169311 8.1064 -3.173313 -2.819485
130 5.96933 -3.677532 -1.698336 -8.650293 -6.698294 9.626961 9.256091 -4.244395 6.389897 0.856171 -0.156534 6.916196 -0.708758 -1.223074
173 -3.788618 6.971545 -6.593813 5.933273 -6.115486 -0.566122 5.3377 5.537351 -4.515646 -0.884298 5.303952 -0.490309 7.171229 3.167128
174 -1.169356 -2.05605 6.61907 -7.318692 -7.885727 9.3164 -0.149812 -1.314584 7.912604 0.623817 3.197585 6.938963 -3.193437 1.909415
177 -4.995917 6.72301 6.662977 -1.286316 -9.381915 -3.034245 0.153517 -0.872876 4.738189 -2.691913 4.28229 5.781338 0.058792 7.88981
192 7.462051 -7.610245 -6.893096 -6.055617 4.729983 1.56142 9.27411 -1.966521 -3.544762 6.612199 -2.760097 -3.585587 1.580081 6.504563
200 -5.736734 4.581405 7.717617 -6.924608 3.586039 -9.989575 1.12113 -4.347851 7.368368 0.15792900000000001 -4.142078 2.36821 6.470585 -2.167593
221 -6.683241 7.074086 -14.710702 4.613377 -2.619925 0.679609 7.824392 5.47603 -2.099155 1.322158 6.17403 3.080254 6.597122 -1.220606
228 -2.330302 0.962958 6.130651 -3.09386 -5.319662 9.550688 0.095738 -2.347418 8.126743 -2.581124 0.899527 7.305023 1.383344 -6.148617
237 3.398792 -3.193965 -14.410931 2.514617 -6.272958 7.299562 7.53207 3.310421 -4.0489 5.776286 2.855158 6.358512 -0.813322 1.984502
260 -0.65775 -0.520846 6.597548 -7.747685 -4.857585 8.941333 1.67738 0.26853 -2.537221 5.974027 -0.985923 4.636968 3.638256 -0.088826
261 4.234938 -2.524595 -5.178981 -2.965655 7.191141 -0.815786 7.380643 0.572457 6.104701 1.204985 -0.463676 -0.078915 -2.053267 6.200135
333 7.820992 -5.820358 -8.438187 -4.564559 8.4351680000000009 -2.524971 5.272619 3.617145 -1.607654 7.87954 0.501603 1.764436 8.194006 -0.778342
367 -6.782805 6.196409 4.815128 -11.138163 -4.201362 -3.755583 3.176746 3.099558 3.897361 5.681906 0.757257 7.939491 6.78349 -1.817097
469 0.948708 -0.245001 -11.150239 2.933813 -8.583618 10.672725 4.430349 4.970383 2.183927 -5.728258 4.460107 5.059184 1.804152 -0.135352
479 -6.119223 5.268289 9.383444 -8.226249 -10.153003 -7.810139 -2.094338 1.512646 3.854324 4.266661 7.482994 1.361592 6.556863 2.224177
517 -1.560687 -0.606027 8.661974 -7.688898 5.958205 -5.546471 0.741534 0.521746 5.102069 3.315446 0.714468 -5.240327 -1.044674 7.818768
518 -2.694784 8.366027 8.1216 -5.438232 -6.850792 -2.291382 0.741734 1.057497 7.178789 0.989084 8.305615 0.281289 7.242852 -2.427712
525 -5.189568 3.518515 7.474284 -4.459198 -6.2543 1.831299 1.07019 -2.983435 6.338371 2.379295 4.066673 4.922691 1.373622 7.852985
535 1.997124 -8.828896 5.749547 -11.218343 2.351317 5.377707 -1.830238 -2.073934 6.833406 -1.760657 -1.549493 1.442467 3.04648 -0.586424
545 2.626679 -1.910844 5.667163 -8.88237 7.052347 -3.916797 -0.202898 0.675821 7.29825 1.01389 1.625237 0.553464 3.036563 5.746427
546 -6.602285 8.893405 4.508731 -8.179676 -4.51394 -2.507768 0.913523 2.979795 7.125743 0.662483 0.423623 7.615878 5.824018 0.766879
565 -7.174442 6.905827 -3.9956140000000002 6.618712 -2.624074 0.054588 3.485494 9.395607 -3.448198 0.889593 -1.776844 6.481648 7.303508 1.636171
644 1.40593 -9.602895 -11.125035 6.273272 -3.875169 12.064223 4.541838 5.768687 -4.458694 1.695124 8.562701 -0.292779 2.954576 -4.33343
669 -5.677122 3.884352 8.067129 -13.161045 -6.998749 7.977937 0.756814 -0.050481 6.870014 5.088312 7.117243 -2.433554 2.632251 -4.354297
